Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
GeForce GTX 1650 Ti Max-Q,TU117,"Apr 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1035 MHz,1250 MHz,1024 / 64 / 32,/gpu-specs/geforce-gtx-1650-ti-max-q.c3619
GeForce GTX 1650 Ti Mobile,TU116,"Apr 23rd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1350 MHz,1500 MHz,1024 / 64 / 32,/gpu-specs/geforce-gtx-1650-ti-mobile.c3517
GeForce GTX 1650 Ti Mobile,TU117,"Apr 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1350 MHz,1500 MHz,1024 / 64 / 32,/gpu-specs/geforce-gtx-1650-ti-mobile.c3512
GeForce MX330,GP108B,"Feb 10th, 2020",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1531 MHz,1752 MHz,384 / 24 / 16,/gpu-specs/geforce-mx330.c3493
GeForce MX350,GP107S,"Feb 10th, 2020",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1354 MHz,1752 MHz,640 / 32 / 16,/gpu-specs/geforce-mx350.c3494
GeForce MX350,GP107S,"Feb 10th, 2020",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",747 MHz,1752 MHz,640 / 32 / 16,/gpu-specs/geforce-mx350.c3582
GeForce MX450 12W,TU117S,"Aug 15th, 2020",PCIe 4.0 x4,"2 GB, GDDR6, 64 bit",720 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/geforce-mx450-12w.c3657
GeForce MX450 30.5W 10Gbps,TU117S,"Aug 25th, 2020",PCIe 4.0 x4,"2 GB, GDDR6, 64 bit",1395 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/geforce-mx450-30-5w-10gbps.c3641
GeForce MX450 30.5W 8Gbps,TU117S,"Aug 25th, 2020",PCIe 4.0 x4,"2 GB, GDDR5, 64 bit",1035 MHz,2000 MHz,896 / 56 / 32,/gpu-specs/geforce-mx450-30-5w-8gbps.c3717
GeForce RTX 2060 Max-Q,TU106,"Jan 29th, 2020",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",975 MHz,1375 MHz,1920 / 120 / 48,/gpu-specs/geforce-rtx-2060-max-q.c3533
GeForce RTX 2060 TU104,TU104,"Jan 10th, 2020",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1365 MHz,1750 MHz,1920 / 120 / 48,/gpu-specs/geforce-rtx-2060-tu104.c3495
GeForce RTX 2070 Max-Q Refresh,TU106B,"Mar 4th, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",900 MHz,1375 MHz,2304 / 144 / 64,/gpu-specs/geforce-rtx-2070-max-q-refresh.c3574
GeForce RTX 2070 Mobile Refresh,TU106B,"Mar 4th, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1260 MHz,1375 MHz,2304 / 144 / 64,/gpu-specs/geforce-rtx-2070-mobile-refresh.c3573
GeForce RTX 2070 SUPER Max-Q,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",930 MHz,1375 MHz,2560 / 160 / 64,/gpu-specs/geforce-rtx-2070-super-max-q.c3563
GeForce RTX 2070 SUPER Mobile,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1140 MHz,1750 MHz,2560 / 160 / 64,/gpu-specs/geforce-rtx-2070-super-mobile.c3514
GeForce RTX 2080 SUPER Max-Q,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",735 MHz,1375 MHz,3072 / 192 / 64,/gpu-specs/geforce-rtx-2080-super-max-q.c3566
GeForce RTX 2080 SUPER Mobile,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1365 MHz,1750 MHz,3072 / 192 / 64,/gpu-specs/geforce-rtx-2080-super-mobile.c3513
GeForce RTX 3060 Ti,GA104,"Dec 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,4864 / 152 / 80,/gpu-specs/geforce-rtx-3060-ti.c3681
GeForce RTX 3070,GA104,"Sep 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1500 MHz,1750 MHz,5888 / 184 / 96,/gpu-specs/geforce-rtx-3070.c3674
GeForce RTX 3080,GA102,"Sep 1st, 2020",PCIe 4.0 x16,"10 GB, GDDR6X, 320 bit",1440 MHz,1188 MHz,8704 / 272 / 96,/gpu-specs/geforce-rtx-3080.c3621
GeForce RTX 3090,GA102,"Sep 1st, 2020",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",1395 MHz,1219 MHz,10496 / 328 / 112,/gpu-specs/geforce-rtx-3090.c3622
Jetson Xavier NX 16 GB,GV10B,"May 14th, 2020",PCIe 4.0 x4,"16 GB, LPDDR4X, 128 bit",854 MHz,1866 MHz,384 / 24 / 16,/gpu-specs/jetson-xavier-nx-16-gb.c4087
Jetson Xavier NX 8 GB,GV10B,"May 14th, 2020",PCIe 4.0 x4,"8 GB, LPDDR4X, 128 bit",854 MHz,1866 MHz,384 / 24 / 16,/gpu-specs/jetson-xavier-nx-8-gb.c3642
Quadro RTX 5000 Mobile Refresh,TU104B,"Jun 8th, 2020",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",1035 MHz,1750 MHz,3072 / 192 / 64,/gpu-specs/quadro-rtx-5000-mobile-refresh.c3625
Quadro RTX 5000 X2 Mobile,TU104,"Jun 8th, 2020",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",1035 MHz,1750 MHz,3072 / 192 / 64,/gpu-specs/quadro-rtx-5000-x2-mobile.c4121
Quadro T1000 Mobile GDDR6,TU117,"Jun 8th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1395 MHz,1500 MHz,896 / 56 / 32,/gpu-specs/quadro-t1000-mobile-gddr6.c3624
RTX A6000,GA102,"Oct 5th, 2020",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",1410 MHz,2000 MHz,10752 / 336 / 112,/gpu-specs/rtx-a6000.c3686
T500 Max-Q,TU117,"Dec 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 64 bit",795 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/t500-max-q.c4103
T500 Mobile,TU117,"Dec 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 64 bit",1185 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/t500-mobile.c3747
Tesla T10 16 GB,TU102,2020,PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",1065 MHz,1575 MHz,3072 / 192 / 96,/gpu-specs/tesla-t10-16-gb.c4036
Radeon Graphics 384SP,Cezanne,"Apr 13th, 2021",IGP,System Shared,300 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-graphics-384sp.c3855
Radeon Graphics 384SP Mobile,Cezanne-M,"Apr 13th, 2021",IGP,System Shared,300 MHz,System Shared,384 / 24 / 8,/gpu-specs/radeon-graphics-384sp-mobile.c3856
Radeon Graphics 448SP,Cezanne,"Apr 13th, 2021",IGP,System Shared,300 MHz,System Shared,448 / 28 / 8,/gpu-specs/radeon-graphics-448sp.c3833
Radeon Graphics 448SP Mobile,Cezanne-M,"Apr 13th, 2021",IGP,System Shared,300 MHz,System Shared,448 / 28 / 8,/gpu-specs/radeon-graphics-448sp-mobile.c3854
Radeon Instinct MI200,Aldebaran,Dec 2021,PCIe 4.0 x16,"64 GB, HBM2e, 4096 bit",1000 MHz,1600 MHz,6656 / 416 / 0,/gpu-specs/radeon-instinct-mi200.c4077
Radeon Instinct MI210,Aldebaran,Dec 2021,PCIe 4.0 x16,"64 GB, HBM2e, 4096 bit",1000 MHz,1600 MHz,6656 / 416 / 0,/gpu-specs/radeon-instinct-mi210.c3857
Radeon Instinct MI250,Aldebaran,"Nov 8th, 2021",PCIe 4.0 x16,"128 GB, HBM2e, 8192 bit",1000 MHz,1600 MHz,13312 / 832 / 0,/gpu-specs/radeon-instinct-mi250.c3847
Radeon Instinct MI250X,Aldebaran,"Nov 8th, 2021",PCIe 4.0 x16,"128 GB, HBM2e, 8192 bit",1000 MHz,1600 MHz,14080 / 880 / 0,/gpu-specs/radeon-instinct-mi250x.c3837
Radeon PRO V620,Navi 21,"Nov 4th, 2021",PCIe 4.0 x16,"32 GB, GDDR6, 256 bit",1825 MHz,2000 MHz,4608 / 288 / 128,/gpu-specs/radeon-pro-v620.c3846
Radeon PRO W6600,Navi 23,"Jun 8th, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2331 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-pro-w6600.c3818
Radeon PRO W6800,Navi 21,"Jun 8th, 2021",PCIe 4.0 x16,"32 GB, GDDR6, 256 bit",2075 MHz,2000 MHz,3840 / 240 / 96,/gpu-specs/radeon-pro-w6800.c3809
Radeon Pro W6600M,Navi 23,"Jun 8th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 128 bit",1224 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-pro-w6600m.c3819
Radeon Pro W6600X,Navi 23,"Aug 3rd, 2021",Apple MPX,"8 GB, GDDR6, 128 bit",2068 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/radeon-pro-w6600x.c4104
Radeon Pro W6800X,Navi 21,"Aug 3rd, 2021",Apple MPX,"32 GB, GDDR6, 256 bit",1800 MHz,2000 MHz,3840 / 240 / 96,/gpu-specs/radeon-pro-w6800x.c3826
Radeon Pro W6800X Duo,Navi 21,"Aug 3rd, 2021",Apple MPX,"32 GB, GDDR6, 256 bit",1800 MHz,2000 MHz,3840 / 240 / 96,/gpu-specs/radeon-pro-w6800x-duo.c3824
Radeon Pro W6900X,Navi 21,"Aug 3rd, 2021",Apple MPX,"32 GB, GDDR6, 256 bit",1825 MHz,2000 MHz,5120 / 320 / 128,/gpu-specs/radeon-pro-w6900x.c3825
Radeon RX 6600,Navi 23,"Oct 13th, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1626 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-6600.c3696
Radeon RX 6600 XT,Navi 23,"Jul 30th, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1968 MHz,2000 MHz,2048 / 128 / 64,/gpu-specs/radeon-rx-6600-xt.c3774
Radeon RX 6600M,Navi 23,"May 31st, 2021",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",2068 MHz,1750 MHz,1792 / 112 / 64,/gpu-specs/radeon-rx-6600m.c3776
Radeon RX 6700,Navi 22,"Jun 9th, 2021",PCIe 4.0 x16,"10 GB, GDDR6, 160 bit",1941 MHz,2000 MHz,2304 / 144 / 64,/gpu-specs/radeon-rx-6700.c3716
Radeon RX 6700 XT,Navi 22,"Mar 3rd, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",2321 MHz,2000 MHz,2560 / 160 / 64,/gpu-specs/radeon-rx-6700-xt.c3695
Radeon RX 6700M,Navi 22,"May 31st, 2021",PCIe 4.0 x16,"10 GB, GDDR6, 160 bit",1489 MHz,2000 MHz,2304 / 144 / 64,/gpu-specs/radeon-rx-6700m.c3775
Radeon RX 6800M,Navi 22,"May 31st, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",2116 MHz,2000 MHz,2560 / 160 / 64,/gpu-specs/radeon-rx-6800m.c3786
Arctic Sound 1T,Arctic Sound,2021,PCIe 4.0 x16,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,6144 / 192 / 96,/gpu-specs/arctic-sound-1t.c3886
Arctic Sound 2T,Arctic Sound,2021,PCIe 4.0 x16,"16 GB, HBM2e, 4096 bit",900 MHz,1200 MHz,7680 / 240 / 120,/gpu-specs/arctic-sound-2t.c3503
UHD Graphics 16EU,Rocket Lake GT1,2021,Ring Bus,System Shared,300 MHz,System Shared,128 / 8 / 8,/gpu-specs/uhd-graphics-16eu.c3764
UHD Graphics 16EU Mobile,Tiger Lake GT1,2021,Ring Bus,System Shared,350 MHz,System Shared,128 / 8 / 4,/gpu-specs/uhd-graphics-16eu-mobile.c4109
UHD Graphics 32EU Mobile,Tiger Lake GT1,2021,Ring Bus,System Shared,350 MHz,System Shared,256 / 16 / 8,/gpu-specs/uhd-graphics-32eu-mobile.c3811
UHD Graphics 730,Rocket Lake GT1,"Mar 30th, 2021",Ring Bus,System Shared,300 MHz,System Shared,192 / 12 / 8,/gpu-specs/uhd-graphics-730.c3765
UHD Graphics 750,Rocket Lake GT1,"Mar 30th, 2021",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,/gpu-specs/uhd-graphics-750.c3766
UHD Graphics 770,Alder Lake GT1,"Nov 4th, 2021",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8,/gpu-specs/uhd-graphics-770.c3844
UHD Graphics P750,Rocket Lake GT1,2021,Ring Bus,System Shared,350 MHz,System Shared,256 / 64 / 32,/gpu-specs/uhd-graphics-p750.c3767
A10 PCIe,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",885 MHz,1563 MHz,9216 / 288 / 96,/gpu-specs/a10-pcie.c3793
A100 PCIe 80 GB,GA100,"Jun 28th, 2021",PCIe 4.0 x16,"80 GB, HBM2e, 5120 bit",1065 MHz,1512 MHz,6912 / 432 / 160,/gpu-specs/a100-pcie-80-gb.c3821
A100X,GA100,"Jun 28th, 2021",PCIe 4.0 x8,"80 GB, HBM2e, 5120 bit",795 MHz,1593 MHz,6912 / 432 / 160,/gpu-specs/a100x.c3958
A10G,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1320 MHz,1563 MHz,9216 / 288 / 96,/gpu-specs/a10g.c3798
A16 PCIe,GA107,"Apr 12th, 2021",PCIe 4.0 x8,"16 GB, GDDR6, 128 bit",1312 MHz,1563 MHz,1280 / 40 / 32,/gpu-specs/a16-pcie.c3794
A2,GA107,"Nov 10th, 2021",PCIe 4.0 x8,"16 GB, GDDR6, 128 bit",1440 MHz,1563 MHz,1280 / 40 / 32,/gpu-specs/a2.c3848
A2 PCIe,GA107,"Nov 10th, 2021",PCIe 4.0 x8,"16 GB, GDDR6, 128 bit",1440 MHz,1563 MHz,1280 / 40 / 32,/gpu-specs/a2-pcie.c4112
A30 PCIe,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2e, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,/gpu-specs/a30-pcie.c3792
A30X,GA100,"Apr 12th, 2021",PCIe 4.0 x8,"24 GB, HBM2e, 3072 bit",1035 MHz,1593 MHz,3584 / 224 / 96,/gpu-specs/a30x.c3968
CMP 170HX 10 GB,GA100,"Sep 1st, 2021",PCIe 4.0 x4,"10 GB, HBM2e, 5120 bit",1140 MHz,1215 MHz,4480 / 280 / 128,/gpu-specs/cmp-170hx-10-gb.c3957
CMP 170HX 8 GB,GA100,"Sep 1st, 2021",PCIe 4.0 x4,"8 GB, HBM2e, 4096 bit",1140 MHz,1458 MHz,4480 / 280 / 128,/gpu-specs/cmp-170hx-8-gb.c3830
CMP 30HX,TU116,"Feb 25th, 2021",PCIe 3.0 x4,"6 GB, GDDR6, 192 bit",1530 MHz,1750 MHz,1408 / 88 / 48,/gpu-specs/cmp-30hx.c3780
CMP 40HX,TU106,"Feb 25th, 2021",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1470 MHz,1750 MHz,2304 / 144 / 64,/gpu-specs/cmp-40hx.c3781
CMP 50HX,TU102,"Jun 24th, 2021",PCIe 3.0 x16,"10 GB, GDDR6, 320 bit",1350 MHz,1750 MHz,3584 / 192 / 80,/gpu-specs/cmp-50hx.c3782
CMP 70HX,GA104,2021,PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1365 MHz,1188 MHz,6144 / 192 / 96,/gpu-specs/cmp-70hx.c3822
CMP 90HX,GA102,"Jul 28th, 2021",PCIe 4.0 x16,"10 GB, GDDR6X, 320 bit",1500 MHz,1188 MHz,6400 / 200 / 80,/gpu-specs/cmp-90hx.c3783
GeForce GT 1010,GP108,"Jan 13th, 2021",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1228 MHz,1502 MHz,256 / 16 / 8,/gpu-specs/geforce-gt-1010.c3762
GeForce GT 1010 DDR4,GP108,"Jan 13th, 2021",PCIe 3.0 x4,"2 GB, DDR4, 64 bit",1152 MHz,1050 MHz,256 / 16 / 8,/gpu-specs/geforce-gt-1010-ddr4.c3874
GeForce MX550,TU117SB,"Dec 17th, 2021",PCIe 4.0 x8,"2 GB, GDDR6, 64 bit",1065 MHz,1500 MHz,1024 / 32 / 16,/gpu-specs/geforce-mx550.c3860
GeForce MX570,GA107S,"Dec 17th, 2021",PCIe 4.0 x8,"2 GB, GDDR6, 64 bit",832 MHz,1500 MHz,2048 / 64 / 32,/gpu-specs/geforce-mx570.c3919
GeForce MX570 A,GA107SB,"Dec 17th, 2021",PCIe 4.0 x8,"2 GB, GDDR6, 64 bit",832 MHz,1500 MHz,2048 / 64 / 32,/gpu-specs/geforce-mx570-a.c3943
GeForce RTX 2050 Max-Q,GA107,"Dec 17th, 2021",PCIe 3.0 x8,"4 GB, GDDR6, 64 bit",832 MHz,1475 MHz,2048 / 64 / 32,/gpu-specs/geforce-rtx-2050-max-q.c4012
GeForce RTX 2050 Mobile,GA107,"Dec 17th, 2021",PCIe 3.0 x8,"4 GB, GDDR6, 64 bit",735 MHz,1750 MHz,2048 / 64 / 32,/gpu-specs/geforce-rtx-2050-mobile.c3859
GeForce RTX 2060 12 GB,TU106,"Dec 7th, 2021",PCIe 3.0 x16,"12 GB, GDDR6, 192 bit",1470 MHz,1750 MHz,2176 / 136 / 48,/gpu-specs/geforce-rtx-2060-12-gb.c3836
GeForce RTX 3050 Max-Q,GA107,"May 11th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",712 MHz,1375 MHz,2048 / 64 / 32,/gpu-specs/geforce-rtx-3050-max-q.c3972
GeForce RTX 3050 Mobile,GA107,"May 11th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1065 MHz,1500 MHz,2048 / 64 / 32,/gpu-specs/geforce-rtx-3050-mobile.c3788
GeForce RTX 3050 Ti Max-Q,GA107,"May 11th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",735 MHz,1375 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-ti-max-q.c4149
GeForce RTX 3050 Ti Mobile,GA106,"May 11th, 2021",PCIe 4.0 x16,"4 GB, GDDR6, 128 bit",735 MHz,1500 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-ti-mobile.c3812
GeForce RTX 3050 Ti Mobile,GA107,"May 11th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",735 MHz,1500 MHz,2560 / 80 / 32,/gpu-specs/geforce-rtx-3050-ti-mobile.c3778
GeForce RTX 3060 12 GB,GA106,"Jan 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,3584 / 112 / 48,/gpu-specs/geforce-rtx-3060-12-gb.c3682
GeForce RTX 3060 12 GB GA104,GA104,"Sep 1st, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",1320 MHz,1875 MHz,3584 / 112 / 64,/gpu-specs/geforce-rtx-3060-12-gb-ga104.c3832
GeForce RTX 3060 Max-Q,GA106,"Jan 12th, 2021",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",817 MHz,1500 MHz,3840 / 120 / 48,/gpu-specs/geforce-rtx-3060-max-q.c3752
GeForce RTX 3070 Max-Q,GA104,"Jan 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",780 MHz,1500 MHz,5120 / 160 / 80,/gpu-specs/geforce-rtx-3070-max-q.c3685
GeForce RTX 3070 Mobile,GA104,"Jan 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1110 MHz,1750 MHz,5120 / 160 / 80,/gpu-specs/geforce-rtx-3070-mobile.c3712
GeForce RTX 3070 Ti,GA104,"May 31st, 2021",PCIe 4.0 x16,"8 GB, GDDR6X, 256 bit",1575 MHz,1188 MHz,6144 / 192 / 96,/gpu-specs/geforce-rtx-3070-ti.c3675
GeForce RTX 3080 Max-Q,GA104,"Jan 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",780 MHz,1500 MHz,6144 / 192 / 96,/gpu-specs/geforce-rtx-3080-max-q.c3753
GeForce RTX 3080 Mobile,GA104,"Jan 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1110 MHz,1750 MHz,6144 / 192 / 96,/gpu-specs/geforce-rtx-3080-mobile.c3684
GeForce RTX 3080 Ti,GA102,"May 31st, 2021",PCIe 4.0 x16,"12 GB, GDDR6X, 384 bit",1365 MHz,1188 MHz,10240 / 320 / 112,/gpu-specs/geforce-rtx-3080-ti.c3735
PG506-207,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,/gpu-specs/pg506-207.c3962
PG506-217,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,/gpu-specs/pg506-217.c3963
PG506-232,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,/gpu-specs/pg506-232.c3799
PG506-242,GA100,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, HBM2, 3072 bit",930 MHz,1215 MHz,3584 / 224 / 96,/gpu-specs/pg506-242.c3823
Quadro T1200 Max-Q,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",855 MHz,1250 MHz,1024 / 64 / 32,/gpu-specs/quadro-t1200-max-q.c4006
Quadro T1200 Mobile,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1515 MHz,1500 MHz,1024 / 64 / 32,/gpu-specs/quadro-t1200-mobile.c3803
RTX A2000,GA106,"Aug 10th, 2021",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",562 MHz,1500 MHz,3328 / 104 / 48,/gpu-specs/rtx-a2000.c3820
RTX A2000 12 GB,GA106,"Nov 23rd, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",562 MHz,1500 MHz,3328 / 104 / 48,/gpu-specs/rtx-a2000-12-gb.c3853
RTX A2000 Max-Q,GA106,"Apr 12th, 2021",PCIe 4.0 x16,"4 GB, GDDR6, 128 bit",682 MHz,1375 MHz,2560 / 80 / 48,/gpu-specs/rtx-a2000-max-q.c4007
RTX A2000 Mobile,GA106,"Apr 12th, 2021",PCIe 4.0 x16,"4 GB, GDDR6, 128 bit",1215 MHz,1500 MHz,2560 / 80 / 48,/gpu-specs/rtx-a2000-mobile.c3827
RTX A3000 Mobile,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",600 MHz,1375 MHz,4096 / 128 / 64,/gpu-specs/rtx-a3000-mobile.c3806
RTX A3000 Mobile 12 GB,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 192 bit",495 MHz,1750 MHz,4096 / 128 / 64,/gpu-specs/rtx-a3000-mobile-12-gb.c3904
RTX A4 Mobile,GA107,"Apr 12th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1297 MHz,1750 MHz,2048 / 64 / 32,/gpu-specs/rtx-a4-mobile.c3789
RTX A4000,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",735 MHz,1750 MHz,6144 / 192 / 96,/gpu-specs/rtx-a4000.c3756
RTX A4000 Max-Q,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",780 MHz,1375 MHz,5120 / 160 / 80,/gpu-specs/rtx-a4000-max-q.c4008
RTX A4000 Mobile,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1140 MHz,1500 MHz,5120 / 160 / 80,/gpu-specs/rtx-a4000-mobile.c3804
RTX A4000H,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",735 MHz,1750 MHz,6144 / 192 / 96,/gpu-specs/rtx-a4000h.c3969
RTX A4500,GA102,"Nov 23rd, 2021",PCIe 4.0 x16,"20 GB, GDDR6, 320 bit",1050 MHz,2000 MHz,7168 / 224 / 96,/gpu-specs/rtx-a4500.c3849
RTX A500,GA107,"Nov 10th, 2021",PCIe 4.0 x8,"4 GB, GDDR6, 64 bit",1440 MHz,1750 MHz,2048 / 64 / 32,/gpu-specs/rtx-a500.c3989
RTX A5000,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1170 MHz,2000 MHz,8192 / 256 / 96,/gpu-specs/rtx-a5000.c3748
RTX A5000 Max-Q,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",720 MHz,1500 MHz,6144 / 192 / 96,/gpu-specs/rtx-a5000-max-q.c4010
RTX A5000 Mobile,GA104,"Apr 12th, 2021",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",900 MHz,1750 MHz,6144 / 192 / 96,/gpu-specs/rtx-a5000-mobile.c3805
RTX A5000-12Q,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"12 GB, GDDR6, 384 bit",1170 MHz,2000 MHz,8192 / 256 / 96,/gpu-specs/rtx-a5000-12q.c3991
RTX A5000-8Q,GA102,"Apr 12th, 2021",PCIe 4.0 x16,"8 GB, GDDR6, 384 bit",1170 MHz,2000 MHz,8192 / 256 / 96,/gpu-specs/rtx-a5000-8q.c3990
T1000,TU117,"May 6th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1065 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/t1000.c3797
T1000 8 GB,TU117,"May 6th, 2021",PCIe 3.0 x16,"8 GB, GDDR6, 128 bit",1065 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/t1000-8-gb.c3842
T400,TU117,"May 6th, 2021",PCIe 3.0 x16,"2 GB, GDDR6, 64 bit",420 MHz,1250 MHz,384 / 24 / 16,/gpu-specs/t400.c3808
T400 4 GB,TU117,"May 6th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 64 bit",420 MHz,1250 MHz,384 / 24 / 16,/gpu-specs/t400-4-gb.c3843
T600,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",735 MHz,1250 MHz,640 / 40 / 32,/gpu-specs/t600.c3796
T600 Max-Q,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",930 MHz,1250 MHz,896 / 56 / 32,/gpu-specs/t600-max-q.c3817
T600 Mobile,TU117,"Apr 12th, 2021",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",780 MHz,1500 MHz,896 / 56 / 32,/gpu-specs/t600-mobile.c4151
Playstation 5 GPU,Oberon Plus,"Sep 28th, 2022",IGP,"16 GB, GDDR6, 256 bit",2233 MHz,1750 MHz,2304 / 144 / 64,/gpu-specs/playstation-5-gpu.c3934
Radeon 610M,Mendocino,"Sep 20th, 2022",PCIe 4.0 x8,System Shared,1500 MHz,System Shared,128 / 8 / 4,/gpu-specs/radeon-610m.c3994
